track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,image_url
Believer,Imagine Dragons,4,2017,1,31,"335,880",81.0,"3,006,226,762",226.0,,118.0,"1,138,425","21,306,706",172,2,1,63,6,66,27,25,46,37,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
WAIT FOR U (feat. Drake & Tems),Future,1,2022,4,27,"183,850",77.0,"787,155,930",150.0,,32.0,"399,388","3,534,164",168,2,0,97,7,99,76,97,81,52,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214
I KNOW ?,Travis Scott,4,2023,7,28,"128,534",81.0,"532,605,345",46.0,,33.0,"1,423,258","1,861,958",128,0,0,12,86,52,30,96,81,12,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
ANDO,Jere Klein,1,2023,9,27,"28,591",72.0,"292,789,738",11.0,,15.0,"8,391,160","1,195,337",179,2,0,6,77,97,38,14,2,89,https://i.scdn.co/image/ab67616d0000b273b202099659d26bd5b144d02d
First Class,Jack Harlow,2,2022,4,8,"223,609",71.0,"818,858,244",148.0,,37.0,"759,989","4,244,972",147,11,0,5,67,74,49,65,0,52,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb
FE!N,Travis Scott,3,2023,7,28,"129,923",86.0,"659,010,786",87.0,,46.0,"2,137,898","1,839,283",126,11,1,55,20,47,77,27,32,74,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
Save Your Tears - Live,The Weeknd,1,2023,3,3,545,40.0,"3,913,988",,,,,,134,11,0,63,60,41,85,83,70,87,https://i.scdn.co/image/ab67616d0000b273308f9319a3d6f6737f43b3fc
Losing Interest - Original Mix,Goovex,4,2024,6,10,5,1.0,"126,247,886",,,,,,104,10,1,49,73,46,36,37,73,96,https://i.scdn.co/image/ab67616d0000b273eb816bbea0ad5451cbea0403
I Ain't Worried,OneRepublic,2,2022,5,13,"212,406",83.0,"1,607,421,145",267.0,,111.0,"4,754,372","9,091,826",63,0,1,29,85,90,87,43,58,48,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
MI EX TENï¿½ï¿½A RA,KAROL G,1,2023,8,10,"23,959",78.0,"438,796,949",56.0,,29.0,"3,457,921","865,444",166,7,1,21,93,41,71,52,71,69,
Drained of Color,Exhumed,4,2022,8,30,635,16.0,"158,627",,,,,208,110,0,0,24,93,1,14,79,31,34,https://i.scdn.co/image/ab67616d0000b2736f73db5504577e1d9e741789
Mood (feat. iann dior),24kGoldn,4,2020,7,24,"302,486",76.0,"1,867,736,006",329.0,,273.0,"3,821,598","10,228,436",109,4,0,27,79,5,50,3,86,15,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5
Dynamite,BTS,4,2020,8,21,"144,619",74.0,"1,872,577,908",323.0,,355.0,"1,888,088","7,896,781",65,8,1,83,74,45,69,71,16,12,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5
Looking Like a Wow End of Year 2023,WasteLand,1,2023,12,10,3,,"8,327",,,,,522,118,6,1,38,85,65,22,43,77,10,https://i.scdn.co/image/ab67616d0000b2731f4f86a5f7b69bb926830758
Someone You Loved,Lewis Capaldi,1,2018,11,8,"338,763",82.0,"3,427,498,835",408.0,,502.0,"4,834,088","29,266,297",184,3,1,66,28,80,24,45,16,86,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
Acrï¿½ï¿½s,Shakira,1,2023,5,11,"23,091",64.0,"230,849,195",49.0,,25.0,"319,914","623,446",89,10,1,4,24,39,94,83,88,1,
Made You Look,Meghan Trainor,3,2022,10,21,"74,295",77.0,"720,720,922",108.0,,43.0,"1,491,347","3,086,624",181,8,1,64,57,57,45,25,20,93,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff
PHONK BRASILEIRO FRESCO (Slowed + Reverb),DJ MOIGUS,1,2023,6,22,351,34.0,"1,378,494",,,,,"50,550",184,8,0,14,13,77,92,95,54,18,https://i.scdn.co/image/ab67616d0000b2731cd0fe24bb5d50e97848c6e8
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,1,2024,5,29,62,,"2,827,545",,,,,"5,620",96,1,0,89,77,73,22,12,5,44,https://i.scdn.co/image/ab67616d0000b273bde2708d57b1fbb64ca2a233
vampire,Olivia Rodrigo,1,2023,6,30,"90,793",18.0,"998,964,097",173.0,,61.0,"5,239,925","4,872,257",183,9,0,66,65,32,9,68,83,45,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
Casca de Bala,Thullio Milionï¿½ï¿,3,2024,3,1,"2,052",74.0,"37,157,630",11.0,,32.0,"8,460,458","42,895",160,9,1,39,53,61,72,43,48,46,
Back,LOLA,1,2022,8,3,92,3.0,"48,428",,,,,,94,10,1,97,76,11,76,52,83,48,https://i.scdn.co/image/ab67616d0000b2732a0f4b651581705fa4d3ff04
People,Libianca,4,2022,12,5,"121,823",74.0,"631,955,547",145.0,,74.0,"1,217,657","6,121,126",146,11,0,68,66,95,31,50,25,78,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
Jedag Jedug Capcut 2024,Afrian Af,1,2024,1,5,1,,,,,,,,193,5,0,94,29,48,50,12,31,41,https://i.scdn.co/image/ab67616d0000b27395041347b7dc8f3e0695fcff
Lady Killers II (Christoph Andersson Remix),G-Eazy,4,2024,3,17,"10,537",,"94,635,338",13.0,,,,"1,597,467",77,3,1,76,17,87,40,40,71,32,
I Don't Wanna Wait,David Guetta,4,2024,4,5,"10,564",84.0,"114,574,238",87.0,,128.0,"35,099,280",,172,7,0,42,53,77,64,10,43,40,https://i.scdn.co/image/ab67616d0000b2732f479a6c1825c1f29e0a3d49
Abc,J Ross,4,2023,2,14,5,1.0,"31,867",,,,,"1,178",88,11,0,0,99,4,64,36,58,68,https://i.scdn.co/image/ab67616d0000b27355628675a850ef935da33e18
La Bachata,Manuel Turizo,3,2022,5,26,"156,941",81.0,"1,721,045,197",142.0,,97.0,"8,709,032","4,817,885",136,10,0,21,20,50,100,59,28,85,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
ýýýýýýýýýýýýýýýýýýýýý,FLI:P,3,2023,4,7,"1,972",44.0,"8,028,757",1.0,,,,"220,198",118,6,1,61,52,68,39,31,16,90,
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3,2021,3,19,"282,719",74.0,"1,612,286,123",348.0,,342.0,"2,587,713","7,848,760",185,6,1,78,82,31,17,44,17,98,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
Don't Start Now,Dua Lipa,1,2019,10,31,"270,230",78.0,"2,607,121,959",581.0,,632.0,"4,254,903","13,421,701",168,10,0,25,15,48,35,17,39,18,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f
Lucid Dreams,Juice WRLD,4,2018,5,4,"339,306",78.0,"2,548,389,305",153.0,,54.0,"442,640","9,308,937",81,9,1,17,27,96,30,92,62,38,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4
PROVENZA,KAROL G,3,2022,4,22,"103,026",76.0,"1,185,929,926",115.0,,75.0,"7,349,218","3,397,861",127,8,0,47,3,59,53,78,81,6,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
WAP (feat. Megan Thee Stallion),Cardi B,3,2020,8,7,"171,255",72.0,"1,325,725,696",222.0,,94.0,"249,116","4,618,794",128,4,0,8,54,45,62,19,74,38,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c
SPOT!,ZICO,1,2024,4,26,"3,407",81.0,"77,757,035",27.0,,2.0,"151,901","173,263",108,5,1,0,14,67,0,43,44,97,https://i.scdn.co/image/ab67616d0000b2731b8ae147aceb9fc130391287
Family Matters,Drake,3,2024,5,3,"8,696",86.0,"72,335,127",38.0,,16.0,"1,504,365","283,217",168,0,1,8,63,93,51,35,75,33,https://i.scdn.co/image/ab67616d0000b273a0ac23f4b446a7264e67bf0e
Again,Kurochuu,1,2024,6,9,2,2.0,"136,237,285",,,,,,145,5,1,22,64,40,99,68,78,90,https://i.scdn.co/image/ab67616d0000b27342dafd8cccc5f51e0ad54578
Seven (feat. Latto) (Explicit Ver.),Jung Kook,2,2023,7,14,"54,950",80.0,"1,673,557,134",86.0,,54.0,"5,286,388","2,310,409",112,1,0,44,15,80,56,36,89,43,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
Last Night,Morgan Wallen,3,2023,1,31,"107,189",79.0,"922,010,059",106.0,,7.0,"33,712","2,665,347",182,5,0,1,19,66,8,32,2,68,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Too Sweet,Hozier,2,2024,3,22,"22,396",85.0,"532,012,790",235.0,,85.0,"25,307,005","2,580,089",146,8,0,13,63,12,85,81,2,67,https://i.scdn.co/image/ab67616d0000b273b07bd43d1bec442c7fcc4d1e
Bad Habits,Ed Sheeran,1,2020,1,1,"271,758",74.0,"1,754,311,538",454.0,,352.0,"7,318,680","15,886,717",190,7,1,37,32,99,91,18,37,62,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
QLONA,KAROL G,4,2023,8,10,"56,104",82.0,"850,810,162",72.0,,57.0,"7,146,260","1,537,093",101,8,0,39,80,17,89,50,98,70,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
Leave The Door Open,Bruno Mars,3,2021,3,5,"248,793",75.0,"1,312,168,384",308.0,,120.0,"1,553,392","10,288,388",157,9,0,62,68,86,73,31,72,47,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),1,2022,1,5,130,24.0,"548,408",1.0,,,,"69,763",168,7,0,81,68,98,55,21,39,2,
good 4 u,Olivia Rodrigo,4,2021,5,14,"309,421",79.0,"2,167,768,056",355.0,,98.0,"1,610,293",,110,2,0,15,57,96,46,0,67,84,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
bad guy,Billie Eilish,4,2019,3,29,"296,739",76.0,"2,516,804,300",432.0,,258.0,"3,123,258","18,994,040",144,7,1,92,38,50,2,53,53,33,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
Seï¿½ï¿½o,Shawn Mendes,2,2018,5,25,"251,033",74.0,"2,738,293,818",380.0,,570.0,"2,693,006","15,254,141",186,5,1,74,76,35,1,88,19,8,
DESPECHï¿,ROSALï¿½,1,2022,7,28,"126,402",73.0,"1,003,487,432",152.0,,105.0,"6,388,819","3,205,234",80,5,1,5,35,80,53,19,14,60,
ROCKSTAR (feat. Roddy Ricch),DaBaby,4,2020,4,17,"272,933",70.0,"1,638,836,101",216.0,,98.0,"1,699,879","7,646,337",103,5,0,2,93,33,36,57,92,19,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647
Eyes Closed,Ed Sheeran,3,2023,3,23,"44,730",71.0,"372,423,476",132.0,,32.0,"1,018,314","2,886,987",198,2,0,13,67,11,55,34,4,39,https://i.scdn.co/image/ab67616d0000b2732a18a1cd29940db94799c62d
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,3,2023,8,24,"70,400",84.0,"630,373,315",95.0,,47.0,"9,094,602","1,673,932",162,9,0,65,86,4,30,69,38,11,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
Circles,Post Malone,2,2019,8,30,"332,437",80.0,"2,481,391,466",355.0,,311.0,"1,603,280","13,634,519",127,0,1,95,20,47,96,69,39,27,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
EL AMOR DE SU VIDA,Grupo Frontera,4,2023,8,3,"24,891",78.0,"474,590,289",27.0,,22.0,"2,762,020","1,173,817",188,11,1,94,62,90,95,60,6,47,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
About Damn Time,Lizzo,1,2022,4,14,"104,052",66.0,"847,025,688",215.0,,143.0,"1,456,203","5,445,721",151,3,1,74,84,39,11,62,71,96,https://i.scdn.co/image/ab67616d0000b273fe3b1b9cb7183a94e1aafd43
Closer,The Chainsmokers,3,2016,7,29,"285,381",80.0,"2,880,536,961",385.0,,284.0,"838,570","16,185,008",83,9,1,85,5,12,57,100,95,73,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453
FLOWER,JISOO,4,2023,3,31,"26,107",70.0,"440,364,356",33.0,,6.0,"26,844","1,058,579",184,11,1,66,23,25,66,60,99,74,https://i.scdn.co/image/ab67616d0000b273b0bc4161fffa156cacafc128
PERRO NEGRO,Bad Bunny,4,2023,10,13,"61,138",83.0,"689,181,455",67.0,,51.0,"13,729,294","930,098",170,5,0,30,52,13,25,56,32,6,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,2,2023,10,6,"68,037",,"372,248,119",53.0,,13.0,"481,832","2,131,059",157,10,1,32,94,95,77,2,36,81,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
Havana (feat. Young Thug),Camila Cabello,3,2017,8,3,"194,332",75.0,"2,072,182,782",342.0,,541.0,"1,593,590","16,095,913",198,11,1,87,82,10,11,100,31,82,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4
LUNA,Feid,3,2023,12,1,"40,628",86.0,"606,124,553",80.0,,64.0,"14,011,480","1,704,574",76,9,1,0,75,37,89,94,42,13,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
I Like You (A Happier Song) (with Doja Cat),Post Malone,1,2022,6,3,"118,965",73.0,"827,950,825",83.0,,43.0,"3,276,564","3,384,275",158,1,0,43,77,79,15,98,62,80,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97
Bones,Imagine Dragons,3,2022,3,11,"180,053",78.0,"1,227,475,431",94.0,,47.0,"1,718,874","7,031,981",141,6,1,14,49,56,52,44,35,86,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
Segï¿½ï¿½n Qu,Maluma,1,2023,8,17,"32,236",79.0,"571,366,508",50.0,,60.0,"10,199,675","1,703,294",163,6,1,36,11,21,71,14,97,18,
Selfish,Justin Timberlake,3,2024,1,25,"8,847",,"92,932,220",73.0,,75.0,"12,673,906","1,440,935",78,10,1,26,55,15,48,16,48,53,https://i.scdn.co/image/ab67616d0000b273da6090501a3b5467e6f715e6
golden hour,JVKE,2,2022,7,15,"200,887",73.0,"1,126,986,320",77.0,,22.0,"379,311","3,897,680",144,3,0,47,14,76,48,14,24,59,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
Levitating (feat. DaBaby),Dua Lipa,3,2020,3,27,"255,296",77.0,"2,074,721,986",388.0,,250.0,"2,098,761","7,948,325",67,3,0,26,82,75,91,4,95,66,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4
Get It Sexyy,Sexyy Red,1,2024,3,15,"7,377",84.0,"89,362,910",52.0,,4.0,"57,534","514,293",87,0,1,11,91,81,6,85,65,33,https://i.scdn.co/image/ab67616d0000b273422237a4122460c2fa99c135
"This Wish - From ""Wish""",Ariana DeBose,1,2023,10,18,"2,673",19.0,"26,674,909",36.0,,4.0,"81,296","87,704",64,1,1,66,39,28,14,45,8,88,https://i.scdn.co/image/ab67616d0000b273a40e82a624fd71db16151256
IDGAF (feat. Yeat),Drake,2,2023,10,6,"85,930",,"406,875,019",29.0,,16.0,"435,466","964,984",160,8,1,29,40,81,35,10,92,40,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
Ojitos Lindos,Bad Bunny,3,2022,5,6,"152,592",78.0,"1,421,763,497",91.0,,42.0,"6,938,988","3,087,489",177,9,1,95,68,1,71,63,17,30,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Life Is Good (feat. Drake),Future,3,2020,1,10,"276,882",67.0,"1,237,874,594",187.0,,95.0,"487,631","5,329,382",123,7,0,86,68,53,73,91,21,38,https://i.scdn.co/image/ab67616d0000b2738a01c7b77a34378a62f46402
Escapism.,RAYE,2,2022,10,12,"128,247",75.0,"804,925,777",138.0,,65.0,"8,982,560","6,548,714",150,7,1,65,5,1,14,13,98,77,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f
Stargazing,Myles Smith,3,2024,5,10,"9,406",87.0,"106,599,323",120.0,,93.0,"14,817,504",,176,8,0,6,86,2,61,38,14,100,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
Jimmy Cooks (feat. 21 Savage),Drake,3,2022,6,17,"239,671",78.0,"971,473,231",110.0,,18.0,"314,003","3,142,892",157,6,1,33,66,92,17,66,6,51,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
What You Know Bout Love,Pop Smoke,1,2020,7,3,"251,023",72.0,"1,125,681,368",119.0,,21.0,"94,686","3,908,069",70,8,0,31,100,55,45,54,12,46,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369
Memories,Maroon 5,3,2019,9,20,"222,804",77.0,"2,011,072,164",268.0,,445.0,"1,033,541","14,241,952",113,9,0,38,32,71,100,41,35,19,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631
Classy 101,Feid,3,2023,3,31,"90,726",78.0,"872,148,396",94.0,,50.0,"12,249,404","1,625,704",106,11,1,95,42,10,60,74,15,95,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
Whatever,Kygo,2,2024,1,19,"17,551",83.0,"222,354,971",111.0,,171.0,"32,320,584","1,421,900",199,1,0,42,20,75,42,93,40,96,https://i.scdn.co/image/ab67616d0000b27343c39d57c55a3580766551c9
Whatever She Wants,Bryson Tiller,2,2024,2,13,"23,181",87.0,"207,093,873",61.0,,31.0,"1,483,573",,198,5,1,42,83,31,43,4,20,51,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
Vois sur ton chemin - Techno Mix,BENNETT,4,2023,8,4,"119,783",80.0,"361,517,395",56.0,,52.0,"4,459,149","4,372,188",64,2,0,77,64,3,98,51,27,94,https://i.scdn.co/image/ab67616d0000b2731b96e645016c4d431842aa93
"yes, and?",Ariana Grande,1,2024,1,12,"22,468",,"416,813,996",106.0,,87.0,"6,747,701","1,028,262",79,10,0,2,16,8,65,21,73,70,https://i.scdn.co/image/ab67616d0000b2736b0b6e20fdb1ee07de7e92d6
Without Me,Halsey,3,2018,10,4,"198,888",75.0,"2,042,792,456",180.0,,69.0,"646,681","14,816,076",105,5,1,45,92,87,54,76,82,61,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd
meet the grahams,Kendrick Lamar,3,2024,5,3,"8,933",,"65,520,394",13.0,,7.0,"397,856","185,009",71,2,1,31,7,55,85,43,16,4,https://i.scdn.co/image/ab67616d0000b273ba8b74f6b8523c328be1bdd2
First Person Shooter (feat. J. Cole),Drake,4,2023,10,6,"72,252",,"328,526,298",54.0,,19.0,"2,797,550","1,198,582",129,7,0,42,63,15,78,84,64,56,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
Shallow,Lady Gaga,3,2018,9,27,"221,822",78.0,"2,447,973,078",261.0,,158.0,"1,551,217","153,863",76,10,0,99,89,80,100,58,12,3,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342
Thunder,Imagine Dragons,1,2017,4,27,"244,951",79.0,"2,384,768,901",225.0,,226.0,"1,148,532","13,844,050",174,3,1,80,27,85,38,100,35,10,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
Rush,Ayra Starr,4,2022,9,16,"98,009",67.0,"371,886,608",162.0,,47.0,"2,772,886","8,870,769",107,11,1,2,97,70,99,24,57,18,https://i.scdn.co/image/ab67616d0000b273a4ec2f14b1c0d7851efb5090
abcdefu,GAYLE,1,2021,8,13,"193,857",70.0,"1,128,273,165",209.0,,79.0,"4,946,332","7,565,502",167,9,1,73,89,9,4,20,19,83,https://i.scdn.co/image/ab67616d0000b2732842f743ebd32235bceb43d3
Buga,Kizz Daniel,4,2022,5,3,"30,835",57.0,"86,516,910",51.0,,9.0,"580,760","3,876,226",111,5,0,62,12,92,56,91,51,26,https://i.scdn.co/image/ab67616d0000b2730920104ff07589bcd3bd3e5f
Bad Habit,Steve Lacy,4,2022,6,29,"220,515",73.0,"1,087,938,471",132.0,,69.0,"3,999,785","4,118,983",155,8,1,39,100,35,14,63,5,28,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
MONEY,LISA,2,2021,9,10,"103,236",73.0,"1,189,335,848",54.0,,29.0,"484,446","3,720,737",129,1,1,17,12,23,90,67,22,17,https://i.scdn.co/image/ab67616d0000b273d814e7bfbbfd8fcfe4c1a08b
Columbia,Quevedo,1,2023,7,7,"84,161",79.0,"721,002,940",47.0,,39.0,"1,537,049","1,148,958",161,1,0,66,37,63,15,92,41,36,https://i.scdn.co/image/ab67616d0000b2730483b3a4d787ce510915fe3b
LADY GAGA,Peso Pluma,3,2023,6,22,"48,370",78.0,"684,204,777",51.0,,22.0,"13,901,598","1,567,605",134,6,1,61,24,55,56,46,23,60,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
Woman,Doja Cat,3,2021,6,25,"217,443",78.0,"1,606,950,381",217.0,,84.0,"3,363,038","5,907,933",141,1,1,9,61,77,99,34,4,46,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
CUFF IT,Beyoncï¿,1,2022,7,29,"100,204",73.0,"795,960,535",182.0,,108.0,"3,025,424","3,861,203",151,1,1,51,22,77,81,86,31,88,
KING KONG,TREASURE,3,2024,5,28,207,68.0,"8,078,265",10.0,,5.0,572,"12,404",63,3,1,72,85,88,98,6,45,19,https://i.scdn.co/image/ab67616d0000b2731125fe226d435837b70230a5
How You Like That,BLACKPINK,3,2020,6,25,"82,170",68.0,"1,033,109,188",96.0,,34.0,"130,559","3,461,123",194,8,0,45,20,21,24,55,16,69,https://i.scdn.co/image/ab67616d0000b2731895052324f123becdd0d53d
Milf Song,The Puddleducks,1,2022,8,19,"1,176",28.0,"1,165,982",,,,,"1,261",168,7,1,54,53,51,21,51,74,99,https://i.scdn.co/image/ab67616d0000b273cf502f989667aee49945fa0a
Nasty,Tinashe,4,2024,4,12,"3,887",76.0,"31,612,906",38.0,,3.0,"153,459","336,779",107,1,1,45,62,49,30,45,26,48,https://i.scdn.co/image/ab67616d0000b27399068b5c52ec35ec2db977a7
Superhero (Heroes & Villains),Metro Boomin,1,2022,12,2,"166,277",77.0,"706,356,280",56.0,,13.0,"1,040,628","2,363,066",132,7,1,74,29,46,100,8,67,14,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89
Panda,Desiigner,4,2016,2,26,"170,002",62.0,"1,181,348,550",245.0,,63.0,"559,832","10,372,624",131,3,1,59,74,22,33,57,22,17,https://i.scdn.co/image/ab67616d0000b273ba61b2caa1d31939600bd3c8
Push Ups,Drake,3,2024,4,19,"14,601",,"107,762,230",42.0,,12.0,"1,162,053","432,776",175,1,1,96,67,95,86,22,86,37,https://i.scdn.co/image/ab67616d0000b27384bfd0d363f0179ac7c97fa5
Tattoo,Loreen,3,2023,2,25,"83,033",77.0,"518,846,340",113.0,,66.0,"2,861,624","7,777,679",140,10,1,99,96,89,15,2,33,88,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
Kiss Me More (feat. SZA),Doja Cat,3,2021,4,9,"262,313",76.0,"1,823,871,908",470.0,,129.0,"1,850,223","9,556,378",140,9,0,25,75,90,69,60,20,83,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
What It Is (Block Boy) (with Kodak Black),Doechii,2,2023,3,17,"29,487",61.0,"102,772,879",29.0,,7.0,"265,913","4,072,292",172,6,0,26,72,75,58,8,21,21,https://i.scdn.co/image/ab67616d0000b273c8f2c1cfe0bdb686c659b641
Gata Only,FloyyMenor,4,2023,12,21,"1,841",,"4,674,619",,,,,,155,5,0,37,31,82,14,52,64,75,https://i.scdn.co/image/ab67616d0000b273c4583f3ad76630879a75450a
Illusion,Dua Lipa,2,2024,4,11,"7,430",12.0,"108,501,771",113.0,,74.0,"4,720,248","437,667",131,9,1,21,74,18,81,67,31,59,https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1
drivers license,Olivia Rodrigo,2,2021,1,8,"250,778",79.0,"2,184,754,018",347.0,,214.0,"1,182,092","11,006,064",122,4,1,25,100,51,12,48,61,96,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Used To Be Young,Miley Cyrus,1,2023,8,18,"30,639",69.0,"205,468,104",97.0,,64.0,"1,571,733","1,999,859",97,10,1,85,23,33,23,88,27,92,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
Cupid - Twin Ver.,FIFTY FIFTY,2,2023,2,24,"103,040",48.0,"861,388,470",110.0,,34.0,"336,049","5,114,752",126,0,0,68,6,95,12,69,81,65,https://i.scdn.co/image/ab67616d0000b27393a783eccc24a636fc8d3d46
How Sweet,NewJeans,1,2024,5,24,"1,940",79.0,"33,595,707",58.0,,8.0,"835,757","44,878",128,1,1,34,71,28,64,47,6,25,https://i.scdn.co/image/ab67616d0000b273b657fbb27b17e7bd4691c2b2
Players,Coi Leray,1,2022,11,30,"91,658",67.0,"465,588,517",110.0,,42.0,"843,815","5,620,077",72,7,0,65,96,60,35,81,53,63,https://i.scdn.co/image/ab67616d0000b2735626453d29a0124dea22fb1b
rockstar (feat. 21 Savage),Post Malone,2,2017,9,15,"352,745",77.0,"2,960,046,642",235.0,,122.0,"715,708","19,166,675",90,0,1,98,88,84,48,6,69,95,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268
Lil Somethin Somethin,Vayah,4,2023,3,11,6,,"11,648",,,,,16,173,2,1,72,0,34,81,98,13,57,https://i.scdn.co/image/ab67616d0000b273fa3b0071eb36a236e7c1ef98
Con Calma,Daddy Yankee,4,2019,1,24,"160,122",73.0,"1,353,028,938",184.0,,87.0,"1,544,771","13,340,067",81,1,0,50,2,4,47,30,93,2,https://i.scdn.co/image/ab67616d0000b273896ffcd42561c44fea2bae7b
Here With Me,d4vd,4,2022,7,20,"154,178",80.0,"1,042,311,849",79.0,,48.0,"636,981","3,315,939",152,4,0,17,27,75,96,55,54,29,https://i.scdn.co/image/ab67616d0000b27364fa1bda999f4fbd2b7c4bb7
Favorite Song,Toosii,4,2023,2,17,"45,668",62.0,"186,579,651",43.0,,4.0,"290,227","2,561,322",126,3,0,42,42,6,42,95,57,18,https://i.scdn.co/image/ab67616d0000b273083c41df2fbc4cf8c54c7858
Si No Quieres No,Luis R Conriquez,4,2024,3,9,"5,423",85.0,"158,131,138",34.0,,8.0,"2,319,237","833,928",113,6,0,11,96,40,5,98,43,9,https://i.scdn.co/image/ab67616d0000b2735c7365ca8cfaf7d80136c656
Mele Kalikimaka,Bing Crosby,2,2024,6,5,52,,"186,123,398",,,,,,197,4,0,2,45,1,80,60,45,88,https://i.scdn.co/image/ab67616d0000b2738004cd6b343732b0e1e666f5
